Feature,Importance,Contribution Range,Contribution Change (Linear Regression),Contbituion Change (Quantile Regression),Feature,Importance,Contribution Range,Contribution Change (Linear Regression),Contbituion Change (Quantile Regression)
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,0.13415060610490068,0.5155470071147322,1.178013843726395,0.5036795977707026,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,0.0,0.15632893029071138,-0.012259787928196663,-0.012259787928196663
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,0.09048449829851257,0.5000464462820936,1.1715698948401507,0.0,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,0.0,0.15091475022687587,-0.013328638455095698,0.0006624810712162196
문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,0.030175034109378218,0.47808255769107966,1.0248802314485954,0.0,DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,-0.0028526292317269286,0.08046511462387856,-0.02114204194998358,-0.03576367404632379
문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,0.13451492638315538,0.4277300546097733,0.8206775178568816,0.0,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_5.0,0.0,0.07578746966010358,-0.008137128484300154,-0.008137128484300154
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,0.0,0.42417761022700184,0.11630793414660937,0.11630793414660937,문A2-2) 프로그램 형태__(3)직업능력향상교육_1,-0.000541486872778385,0.07389445772626216,-0.07779524373239687,0.10050918792199001
문G1-3) 지난 한 해 동안 동아리에서 활동한 적이 있습니까? 있다면^ 몇 회 정도 참여하셨습니까?__참여횟수,-0.050651586385921585,0.4106850512920753,2.4002023013391502,1.102670051660716,문A1-2) 참여한 프로그램 수는 몇개입니까? (6) 시민참여교육,0.006546151383018487,0.06578079804695804,-0.3364561132252843,-1.085749201622307
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,-0.030529203987151268,0.4046470884661905,0.3790913473865197,0.3790913473865197,문A1-2) 참여한 프로그램 수는 몇개입니까? (3) 직업능력향상교육,0.0,0.04532844093504024,-0.08322198889062596,-0.41394826803393087
지역규모별,-0.05403070207465664,0.38330978253801673,0.4524218240325334,-0.019284231456477355,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_2.0,0.0,,-0.050972068001841425,-0.050972068001841425
문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,0.10518833733987677,0.2890146500193249,0.49917244837777436,0.3118409595620235,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_0.0,0.0,,-0.002988858829372177,-0.002988858829372177
문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,-0.008924521705762814,0.28101436948543623,0.54441673619325,0.0,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,0.0,,-0.029633557112520355,-0.029633557112520355
DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),-0.014232920769813959,0.27809258198496206,0.27104786558952654,0.27104786558952654,경활상태,0.0,,-0.009831495595214117,-0.009831495595214117
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,-0.026271115861865754,0.2674877529744487,0.251275177442156,0.251275177442156,,,,,
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,0.0,0.24163563311215583,0.18315232160829,0.18315232160829,,,,,
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,0.013946361142626535,0.22793896902161703,0.2691373093994622,0.5819311218553229,,,,,
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__학교급,0.0,0.21250275478335062,0.3973223784051002,1.3863344789396148,,,,,
만 연령,0.045994820952136216,0.2075607478038604,0.24196110526522718,0.4799863685955865,,,,,
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,0.0,0.20628062247702075,0.012294700895369402,0.012294700895369402,,,,,
월 가구소득,0.014222700097131637,0.2005165341531825,0.44477525810475405,0.0,,,,,
형식교육 참여자,0.0,0.19994392342022982,0.005553997872784129,0.005553997872784129,,,,,
DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,0.0,0.19585043908812047,0.013781333812355474,0.013781333812355474,,,,,
DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,0.01508428062565495,0.19329630335088308,0.17552751727495816,0.17552751727495816,,,,,
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.00035796312901949364,0.1832194305273272,0.840582176505841,-0.16796906320371452,,,,,
문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,0.006667612671305943,0.17617721911393092,0.26584096358705045,0.0,,,,,
문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,0.0,0.16427624667497306,0.2577598242159165,0.0,,,,,
문A1-2) 참여한 프로그램 수는 몇개입니까? (5) 문화예술스포츠교육,0.003443922679951748,0.16106182989589726,0.3717337527419569,-0.19350990544989918,,,,,
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.03850309442986842,0.15620979269746996,0.12229038281807292,-0.05155792677360124,,,,,
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,0.023960780459222064,0.1557297778844492,0.1201151816613432,0.0,,,,,
문A2-10) 프로그램만족도__(3)직업능력향상교육_1,-0.01099554891845849,0.15109770828536492,0.16312910394190985,0.05883348367687333,,,,,
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_5.0,0.0,0.1433315277941157,0.04386011584085498,0.04386011584085498,,,,,
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,-0.0071182493724645255,0.13689668671882438,1.5977485580339157,0.873447682605847,,,,,
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.014038284845161703,0.13675995511665948,4.642454049613508,3.842077980953063,,,,,
문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,0.0308914885217904,0.1357911715757893,0.13724208734269833,-0.0036866070782450196,,,,,
문A2-7) 자기부담학습비__(3)직업능력향상교육_1,-0.005127745706884861,0.13331425828201646,0.640393279763019,1.1982910732071803,,,,,
취약계층,0.023143972613554897,0.1317950654917188,0.03815600162648398,0.020843385469053635,,,,,
DQ8. 귀하께서는 현재 수입을 목적으로 일하고 계십니까?,0.0,0.13021764543231143,0.031101121245982938,0.031101121245982938,,,,,
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (4)인문교양교육,0.0,0.12817384147330269,0.02756377260321066,0.02756377260321066,,,,,
DQ4. 귀하께서는 부양할 가족이 있습니까? (동거여부 무관),0.0,0.12345631383991151,0.0690827789542695,0.0690827789542695,,,,,
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,0.0,0.11934081976769134,0.046224000978247456,0.046224000978247456,,,,,
DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,0.0,0.11827046173487538,0.03312280829151757,0.03312280829151757,,,,,
무형식학습 (암묵적 학습) 참여,0.009719845289815596,0.10683156645928646,0.09108749561755952,0.09108749561755952,,,,,
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,0.0,0.1036768172122896,0.04612427932501852,0.04612427932501852,,,,,
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,0.0,0.0946653217173554,0.01243067944423466,0.01243067944423466,,,,,
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_1.0,0.0,0.0912757566107774,0.021963393851882496,0.021963393851882496,,,,,
Year,0.0,0.08778326665184802,0.03773879295230439,0.0,,,,,
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.0,0.08774508242774959,0.05352291199255396,0.07917083215542084,,,,,
문A2-3) 기관 유형__(3)직업능력향상교육_1,-0.00016082058323755232,0.07679825607849748,0.017133287855018605,0.01960448794152041,,,,,
연령별(1),0.0,0.07462184413250225,0.06709154185860577,-0.020847348217711427,,,,,
성별,0.0,0.07264584955511427,0.01797642063032937,0.01797642063032937,,,,,
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_3.0,-0.005584006248043106,0.07102584348532742,0.05292015193970153,0.05292015193970153,,,,,
무형식학습(의존형) 참여,0.0,0.06392655499731978,0.0593573623404321,0.0593573623404321,,,,,
문A2-5) 참여목적__(3)직업능력향상교육_1,0.0,0.055739306094210704,0.023434796122338324,0.0,,,,,
무형식학습(온라인) 참여,0.0,0.055701374275860055,0.021615106247047502,0.021615106247047502,,,,,
DQ6. 귀하께서는 건강에 자신 있습니까?_4,0.0,,0.31564906828497336,0.31564906828497336,,,,,
DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,0.0,,0.12899228317733427,0.12899228317733427,,,,,
